ID,Prompt,PhraseA,PhraseB,Test 2
2997,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is lovely_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,lovely_staff,Yes
2998,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_show_how_nearby_bus_take_to_town_center. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_show_how_nearby_bus_take_to_town_center,Yes
2999,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_show_how_nearby_bus_take_to_airport. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_show_how_nearby_bus_take_to_airport,Yes
3000,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is amazing_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,amazing_staff,Yes
3001,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is beyond_expectation. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,beyond_expectation,Yes
3002,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_take_time_to_explain. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_take_time_to_explain,No
3003,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is friendliest_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,friendliest_staff,Yes
3004,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is friendly_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,friendly_staff,Yes
3005,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is nice_to_talk_to. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,nice_to_talk_to,Yes
3006,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is exceptional_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,exceptional_staff,Yes
3007,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_go_out_of_their_way_for_us. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_go_out_of_their_way_for_us,Yes
3008,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is welcoming_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,welcoming_staff,Yes
3009,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_like_staying_with_family. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_make_like_staying_with_family,No
3010,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_it. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_make_it,No
3011,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is supportive_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,supportive_staff,Yes
3012,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_all_our_wish. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_help_with_all_our_wish,Yes
3013,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_bring_back. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_bring_back,No
3014,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_buy_fresh_food. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_buy_fresh_food,No
3015,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is kind_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,kind_staff,Yes
3016,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is accommodating_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,accommodating_staff,Yes
3017,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is wonderful_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,wonderful_staff,Yes
3018,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is polite_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,polite_staff,Yes
3019,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is caring_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,caring_staff,Yes
3020,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is great_service. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,great_service,Yes
3021,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_explain_information_clearly. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_explain_information_clearly,Yes
3022,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is hospitality_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,hospitality_staff,Yes
3023,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is warm_welcome_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,warm_welcome_staff,Yes
3024,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_organize_taxi. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_organize_taxi,No
3025,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_order_taxi_for_us. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_order_taxi_for_us,Yes
3026,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is good_service. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,good_service,No
3027,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_reach_out_when_reception_close. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_reach_out_when_reception_close,Yes
3028,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is lovely_smiling_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,lovely_smiling_staff,Yes
3029,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_alway_assist. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,staff_alway_assist,No
3030,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is eager_to_assist. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,eager_to_assist,Yes
3031,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_not_do_enough_for_guest. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,can_not_do_enough_for_guest,No
3032,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is friendly_personal_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,friendly_personal_staff,No
3033,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is excellent_service. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,excellent_service,No
3034,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is hospitable_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,hospitable_staff,Yes
